Date (mm/dd/yyyy),Time,Num Satellites,Position Uncertainty (m),Latitude (Deg N),Longitude (Deg W),Speed (kts),Heading (Deg N),Course (Deg N),OCB Temp (C),port On,port rudder position, port throttle cmd,stbd On,stbd rudder position, stbd throttle cmd,Volts port,Amps port,charge (%) port,StatorTemp (C) port,PCB Temp (C) port,Error Code port,Volts stbd,Amps stbd,charge (%) stbd,StatorTemp (C) stbd,PCB Temp (C) stbd,Error Code stbd
11/20/2021,18:15:33,16,0.9,30.30303,-89.08324,2.93,89.4,96.8,49.1,1,42,1000,1,37,1000,26.3,51.6,78,36,37, 0x0,26.3,54.2,78,36,33, 0x0
11/20/2021,18:15:34,16,0.9,30.30303,-89.08322,3.54,90.2,93.2,49.1,1,49,953,1,29,953,26.3,47.4,78,37,38, 0x0,26.3,50.9,78,37,33, 0x0
11/20/2021,18:15:35,16,0.9,30.30303,-89.08321,3.16,86,91.2,49.1,1,136,1000,1,166,1000,26.3,49.8,78,37,38, 0x0,26.3,53.5,78,37,33, 0x0
11/20/2021,18:15:36,16,0.9,30.30303,-89.08319,3.32,86.4,87.7,49.3,1,316,1000,1,318,1000,26.2,53,78,37,38, 0x0,26.3,50.5,78,37,33, 0x0
11/20/2021,18:15:37,16,0.9,30.30303,-89.08317,3.28,89.6,83.8,49.1,1,335,1000,1,330,1000,26.3,51,78,37,38, 0x0,26.3,52.4,78,38,33, 0x0
11/20/2021,18:15:38,16,0.9,30.30303,-89.08315,3.91,90.9,88.7,49.1,1,276,1000,1,279,1000,26.3,50.2,78,38,38, 0x0,26.3,51.8,78,38,33, 0x0
11/20/2021,18:15:39,16,0.9,30.30303,-89.08313,3.11,93.3,95.3,49.1,1,237,1000,1,236,1000,26.3,53.1,78,38,38, 0x0,26.3,52.1,78,39,33, 0x0
11/20/2021,18:15:40,16,0.9,30.30303,-89.08311,3.84,98.2,97,49.1,1,128,1000,1,119,1000,26.3,52.3,78,38,38, 0x0,26.4,47.9,78,39,34, 0x0
11/20/2021,18:15:41,16,0.9,30.30302,-89.08309,3.67,97.8,100.5,49.1,1,61,1000,1,72,1000,26.2,53.1,78,39,38, 0x0,26.3,55.1,78,39,33, 0x0
11/20/2021,18:15:43,16,0.9,30.30302,-89.08307,3.85,97,99,49,1,49,1000,1,45,1000,26.2,51.8,78,39,39, 0x0,26.3,53.3,78,39,34, 0x0
11/20/2021,18:15:44,16,0.8,30.30302,-89.08305,3.57,96.2,98.3,49.1,1,34,1000,1,52,1000,26.2,52.4,78,39,39, 0x0,26.2,54.7,78,40,34, 0x0
11/20/2021,18:15:45,16,0.8,30.30302,-89.08303,3.58,97.8,101.6,49.1,1,-52,1000,1,-46,1000,26.2,52.1,78,40,39, 0x0,26.3,52.7,78,40,34, 0x0
11/20/2021,18:15:46,16,0.8,30.30301,-89.08302,3.27,95.8,99.3,49.1,1,-107,1000,1,-108,1000,26.2,52.7,78,40,39, 0x0,26.3,53.2,78,40,34, 0x0
