Date (mm/dd/yyyy),Time,Num Satellites,Position Uncertainty (m),Latitude (Deg N),Longitude (Deg W),Speed (kts),Heading (Deg N),Course (Deg N),Volts port,Amps port,charge (%) port,StatorTemp (C) port,PCB Temp (C) port,Error Code port,Volts stbd,Amps stbd,charge (%) stbd,StatorTemp (C) stbd,PCB Temp (C) stbd,Error Code stbd
4/22/2021,10:41:29,16,0.7,30.35063,-89.63011,2.24,132.2,137.3,28.1,0.7,92,37,25, 0x0,27.8,18.1,5b,32,24, 0x0
4/22/2021,10:41:30,16,0.7,30.35062,-89.6301,2.17,124.3,128.5,28.1,0,92,37,25, 0x0,28,10.3,5b,32,24, 0x0
4/22/2021,10:41:31,16,0.7,30.35061,-89.63009,2.33,119,123.6,28.1,0,92,37,24, 0x0,27.9,11.9,5b,32,24, 0x0
4/22/2021,10:41:32,16,0.7,30.35061,-89.63008,2.57,113.4,117.8,28.1,0.1,92,37,24, 0x0,27.8,18.9,5b,32,24, 0x0
4/22/2021,10:41:33,16,0.7,30.3506,-89.63007,2.85,107.3,111,28.1,0.4,92,37,24, 0x0,27.8,21.5,5b,32,24, 0x0
4/22/2021,10:41:34,16,0.7,30.3506,-89.63005,3.12,102,104.8,28.1,1.6,92,37,24, 0x0,27.8,21.6,5b,32,24, 0x0
4/22/2021,10:41:35,16,0.7,30.35059,-89.63004,3.27,97.3,102.8,28,4.9,92,37,24, 0x0,27.8,23.3,5b,32,24, 0x0
4/22/2021,10:41:36,16,0.7,30.35059,-89.63002,3.49,92.4,97.9,27.9,13.5,92,37,24, 0x0,27.9,13.8,5b,33,24, 0x0
4/22/2021,10:41:37,16,0.7,30.35059,-89.63,3.7,89.1,93.8,27.8,18,92,37,24, 0x0,27.8,16,5b,33,24, 0x0
4/22/2021,10:41:38,16,0.7,30.35059,-89.62998,3.84,86.1,90.6,27.8,18.6,92,37,24, 0x0,27.8,16.9,5b,33,24, 0x0
4/22/2021,10:41:39,16,0.7,30.35059,-89.62995,3.96,83.1,86.6,27.8,20.5,92,37,24, 0x0,27.8,18.8,5b,33,24, 0x0
4/22/2021,10:41:40,16,0.7,30.35059,-89.62993,4.1,80.8,83.7,27.8,21.5,92,37,24, 0x0,27.8,19.4,5b,33,24, 0x0
4/22/2021,10:41:41,16,0.7,30.35059,-89.62991,4.21,79.2,81.9,27.8,21.8,92,37,24, 0x0,27.8,19.6,5b,33,24, 0x0
4/22/2021,10:41:42,16,0.7,30.3506,-89.62988,4.3,77.8,80,27.8,21.8,92,37,25, 0x0,27.8,20.1,5b,33,24, 0x0
4/22/2021,10:41:43,16,0.7,30.3506,-89.62986,4.35,76.8,78.9,27.8,22,92,37,25, 0x0,27.8,20.1,5b,33,24, 0x0
4/22/2021,10:41:44,16,0.7,30.3506,-89.62984,4.35,76.2,77.7,27.7,22.2,92,38,25, 0x0,27.8,20.3,5b,33,24, 0x0
4/22/2021,10:41:45,16,0.7,30.35061,-89.62981,4.4,75.9,77.1,27.7,22.2,92,38,25, 0x0,27.7,20.9,5b,33,24, 0x0
4/22/2021,10:41:47,16,0.7,30.35061,-89.62979,4.45,75.7,76.4,27.7,22.8,92,38,25, 0x0,27.7,20.7,5b,33,24, 0x0
4/22/2021,10:41:48,16,0.7,30.35062,-89.62976,4.49,75.7,76.3,27.8,21.6,92,38,26, 0x0,27.8,20.3,5b,33,24, 0x0
4/22/2021,10:41:49,16,0.7,30.35063,-89.62974,4.51,75.8,76.3,27.7,21.6,92,38,26, 0x0,27.8,20.2,5b,34,24, 0x0
4/22/2021,10:41:50,16,0.7,30.35063,-89.62971,4.5,76.1,76.2,27.8,21.7,92,38,26, 0x0,27.8,19.5,5b,34,24, 0x0
4/22/2021,10:41:51,16,0.7,30.35064,-89.62969,4.48,76.5,76.7,27.8,21.5,92,38,26, 0x0,27.8,20.1,5b,34,24, 0x0
4/22/2021,10:41:52,16,0.7,30.35064,-89.62966,4.49,76.9,77,27.8,21.8,92,38,26, 0x0,27.7,20.7,5b,34,24, 0x0
4/22/2021,10:41:53,16,0.6,30.35065,-89.62964,4.53,77.3,77.3,27.8,21.7,92,38,26, 0x0,27.7,20.1,5b,34,24, 0x0
4/22/2021,10:41:54,16,0.6,30.35065,-89.62961,4.56,78,77.9,27.8,21.3,92,38,26, 0x0,27.8,19.7,5b,34,24, 0x0
4/22/2021,10:41:55,16,0.6,30.35066,-89.62959,4.57,78.8,78.7,27.8,20.3,92,38,26, 0x0,27.8,19.2,5b,34,24, 0x0
4/22/2021,10:41:56,16,0.6,30.35066,-89.62956,4.55,79.6,79.8,27.8,20.2,92,38,26, 0x0,27.8,18.9,5b,34,24, 0x0
4/22/2021,10:41:57,16,0.6,30.35066,-89.62954,4.52,80.5,80.8,27.8,19.8,92,39,26, 0x0,27.8,19.4,5b,34,24, 0x0
4/22/2021,10:41:58,16,0.6,30.35067,-89.62951,4.48,81.8,82,27.8,20.4,92,39,26, 0x0,27.8,19.3,5b,34,24, 0x0
4/22/2021,10:41:59,16,0.6,30.35067,-89.62949,4.46,83,83.6,27.8,20.8,92,39,26, 0x0,27.8,19.4,5b,34,24, 0x0
4/22/2021,10:42:00,16,0.7,30.35067,-89.62946,4.48,83.6,84.6,27.8,21,92,39,26, 0x0,27.8,19.9,5b,34,24, 0x0
4/22/2021,10:42:01,16,0.6,30.35067,-89.62944,4.4,84.1,84.7,27.8,20.5,92,39,26, 0x0,27.8,19.3,5b,35,24, 0x0
4/22/2021,10:42:02,16,0.7,30.35068,-89.62942,3.09,84.9,85.5,28.1,0,92,39,26, 0x0,28.1,0,5b,35,24, 0x0
4/22/2021,10:42:03,16,0.7,30.35068,-89.6294,2.38,86.1,87.5,28.1,0,92,39,26, 0x0,28.1,0,5b,35,24, 0x0
4/22/2021,10:42:04,16,0.7,30.35068,-89.62939,1.81,87.3,90.4,28.1,0,92,39,26, 0x0,28.1,0,5b,35,23, 0x0
4/22/2021,10:42:05,16,0.7,30.35068,-89.62938,1.52,88.2,94.9,28.1,0,92,39,26, 0x0,28.1,0,5b,34,23, 0x0
4/22/2021,10:42:07,16,0.7,30.35068,-89.62937,1.33,89.3,97.3,28.1,0,92,39,25, 0x0,28.1,0,5b,35,23, 0x0
4/22/2021,10:42:08,16,0.7,30.35067,-89.62937,1.09,91.2,101.8,28.1,0,92,39,25, 0x0,28.1,0,5b,34,23, 0x0
4/22/2021,10:44:13,16,0.7,30.3507,-89.62942,3.4,333.8,326.3,28,10.1,92,35,24, 0x0,27.9,9.6,5b,31,21, 0x0
4/22/2021,10:44:14,16,0.7,30.35072,-89.62943,3.42,337.8,331,27.9,11.5,92,35,24, 0x0,27.9,11.7,5b,31,21, 0x0
4/22/2021,10:44:15,16,0.7,30.35073,-89.62944,3.26,340.5,334.6,28.1,3,92,35,24, 0x0,28.1,2.4,5b,31,21, 0x0
4/22/2021,10:44:16,16,0.7,30.35074,-89.62945,3.36,343,336.4,28,7.8,92,35,24, 0x0,28,7.7,5b,31,21, 0x0
4/22/2021,10:44:17,16,0.7,30.35076,-89.62945,3.39,345.6,338.9,28,7.5,92,35,24, 0x0,28,8.1,5b,31,21, 0x0
4/22/2021,10:44:18,16,0.7,30.35078,-89.62946,3.38,347.3,341.5,28,7.7,92,35,24, 0x0,28,8,5b,31,21, 0x0
4/22/2021,10:44:19,16,0.7,30.35079,-89.62947,3.41,349.1,344.3,28,7.5,92,35,24, 0x0,28,7.8,5b,31,21, 0x0
4/22/2021,10:44:20,16,0.7,30.35081,-89.62947,3.43,350.1,345,28,7.5,92,35,24, 0x0,28,7.7,5b,31,21, 0x0
4/22/2021,10:44:21,16,0.7,30.35082,-89.62947,3.4,351.3,346.3,28,7.9,92,35,24, 0x0,28,7.7,5b,31,21, 0x0
4/22/2021,10:44:23,16,0.7,30.35084,-89.62948,3.41,352.1,347.9,28,7.8,92,35,24, 0x0,28,7.9,5b,31,21, 0x0
4/22/2021,10:44:24,16,0.7,30.35086,-89.62948,3.45,352.8,348.5,28,7.8,92,35,24, 0x0,28,7.6,5b,31,21, 0x0
4/22/2021,10:44:25,16,0.7,30.35087,-89.62949,3.44,353.2,349.1,28,7.4,92,35,23, 0x0,28,7.2,5b,31,21, 0x0
4/22/2021,10:44:26,16,0.7,30.35089,-89.62949,3.44,353.9,350.2,28,7.7,92,35,23, 0x0,28,7.6,5b,31,21, 0x0
4/22/2021,10:44:27,16,0.7,30.3509,-89.62949,3.43,354.4,351.2,28,7.5,92,35,23, 0x0,28,7.5,5b,31,21, 0x0
4/22/2021,10:44:28,16,0.7,30.35092,-89.6295,3.44,354.6,352.2,28,8,92,35,23, 0x0,28,7.5,5b,31,21, 0x0
4/22/2021,10:44:29,16,0.7,30.35094,-89.6295,3.49,354.5,352.5,28,7.7,92,35,23, 0x0,28,7.2,5b,31,21, 0x0
4/22/2021,10:44:30,16,0.7,30.35096,-89.6295,3.47,354.1,352,28,7,92,35,23, 0x0,28,7,5b,31,21, 0x0
4/22/2021,10:44:31,16,0.7,30.35097,-89.6295,3.45,353.8,351.3,28,7.3,92,35,23, 0x0,28,7,5b,31,21, 0x0
4/22/2021,10:44:32,16,0.7,30.35099,-89.62951,3.45,353.4,351.3,28,7.6,92,35,23, 0x0,28,7.2,5b,31,21, 0x0
4/22/2021,10:44:33,16,0.7,30.35101,-89.62951,3.47,353.1,351.8,28,7.4,92,35,23, 0x0,28,7,5b,31,21, 0x0
4/22/2021,10:44:34,16,0.7,30.35102,-89.62951,3.46,352.3,351.3,28,7.4,92,35,23, 0x0,28,7,5b,31,21, 0x0
4/22/2021,10:44:35,16,0.7,30.35104,-89.62951,3.45,351.9,350.6,28,7.4,92,35,23, 0x0,28,7,5b,31,21, 0x0
4/22/2021,10:44:36,16,0.7,30.35105,-89.62952,3.45,351.4,350.1,28,7.5,92,35,23, 0x0,28,7.4,5b,31,21, 0x0
4/22/2021,10:44:37,16,0.7,30.35107,-89.62952,3.45,350.9,349.7,28,7.5,92,35,23, 0x0,28,6.8,5b,31,21, 0x0
4/22/2021,10:44:38,16,0.7,30.35109,-89.62952,3.48,350.4,349.2,28,7,92,35,23, 0x0,28,6.9,5b,31,21, 0x0
4/22/2021,10:44:39,16,0.7,30.3511,-89.62953,3.46,349.7,348.8,28,7,92,35,23, 0x0,28,6.9,5b,31,21, 0x0
4/22/2021,10:44:40,16,0.7,30.35112,-89.62953,3.49,349,348.2,28,6.9,92,35,23, 0x0,28,6.8,5b,31,21, 0x0
4/22/2021,10:44:41,16,0.7,30.35114,-89.62954,3.49,348.7,346.9,28,6.7,92,35,23, 0x0,28,6.4,5b,31,21, 0x0
4/22/2021,10:44:43,16,0.7,30.35115,-89.62954,3.47,347.9,346.4,28,6.9,92,35,23, 0x0,28,6.7,5b,31,21, 0x0
4/22/2021,10:44:44,16,0.7,30.35117,-89.62955,3.49,347.3,345.5,28,6.7,92,35,23, 0x0,28,6.5,5b,31,21, 0x0
4/22/2021,10:44:45,16,0.7,30.35119,-89.62955,3.46,346.8,344.3,28,6.8,92,35,23, 0x0,28,6.3,5b,31,21, 0x0
4/22/2021,10:44:46,16,0.7,30.3512,-89.62956,3.45,346.4,344,28,6.7,92,35,23, 0x0,28,6.3,5b,31,21, 0x0
4/22/2021,10:44:47,16,0.7,30.35122,-89.62956,3.44,346,343.6,28,6.5,92,35,23, 0x0,28,6.3,5b,31,21, 0x0
4/22/2021,10:44:48,16,0.7,30.35123,-89.62957,3.45,346,343.6,28,7,92,35,23, 0x0,28,6.4,5b,31,21, 0x0
4/22/2021,10:44:49,16,0.7,30.35125,-89.62957,3.46,345.9,343.1,28,6.4,92,35,23, 0x0,28,6.1,5b,31,21, 0x0
4/22/2021,10:44:50,16,0.7,30.35127,-89.62958,3.42,345.7,342.8,28,6.5,92,35,23, 0x0,28,6.4,5b,31,21, 0x0
4/22/2021,10:44:51,16,0.7,30.35128,-89.62958,3.41,345.5,342.9,28,6.7,92,35,23, 0x0,28,6.5,5b,31,21, 0x0
4/22/2021,10:44:52,16,0.7,30.3513,-89.62959,3.43,345.8,343.1,28,6.8,92,35,23, 0x0,28,6.5,5b,31,21, 0x0
4/22/2021,10:44:53,16,0.7,30.35132,-89.62959,3.45,345.9,342.8,28,6.6,92,35,23, 0x0,28,6.2,5b,31,21, 0x0
4/22/2021,10:44:54,16,0.7,30.35133,-89.6296,3.42,345.9,342.7,28,6.7,92,35,23, 0x0,28,6.2,5b,31,21, 0x0
4/22/2021,10:44:55,16,0.7,30.35135,-89.62961,3.41,346,342.6,28,6.9,92,35,23, 0x0,28,6.7,5b,31,21, 0x0
4/22/2021,10:44:56,16,0.7,30.35136,-89.62961,3.42,346,342,28,6.8,92,35,23, 0x0,28,6.9,5b,31,21, 0x0
4/22/2021,10:44:57,16,0.7,30.35138,-89.62962,3.43,347.2,342,28,7,92,35,23, 0x0,28,6.9,5b,31,21, 0x0
4/22/2021,10:44:58,16,0.7,30.3514,-89.62962,3.42,349.4,343,28,7,92,35,23, 0x0,28,7,5b,31,21, 0x0
4/22/2021,10:44:59,16,0.7,30.35141,-89.62963,3.41,351.9,344.6,28,7.2,92,35,22, 0x0,28,7.2,5b,31,21, 0x0
4/22/2021,10:45:00,16,0.7,30.35143,-89.62963,3.39,355.7,347.7,28,7.1,92,35,23, 0x0,28,7.4,5b,31,21, 0x0
4/22/2021,10:45:01,16,0.7,30.35144,-89.62964,3.36,359.8,351.8,28,7.1,92,35,23, 0x0,28,7.4,5b,31,21, 0x0
4/22/2021,10:45:03,16,0.7,30.35146,-89.62964,3.39,4.4,354.1,28,7,92,35,22, 0x0,28,8,5b,31,21, 0x0
4/22/2021,10:45:04,16,0.7,30.35148,-89.62964,3.29,10.6,356.3,28,7.5,92,35,23, 0x0,28,7.8,5b,31,21, 0x0
4/22/2021,10:45:05,16,0.7,30.35149,-89.62964,3.22,15,9.2,28,7.7,92,35,23, 0x0,27.9,9.5,5b,31,21, 0x0
4/22/2021,10:45:06,16,0.7,30.35151,-89.62964,3.38,21.1,11.9,28,8.8,92,35,23, 0x0,28,9.6,5b,31,21, 0x0
4/22/2021,10:45:07,16,0.7,30.35152,-89.62963,3.29,27.7,16.3,28,8.9,92,35,22, 0x0,28,9,5b,31,21, 0x0
4/22/2021,10:45:08,16,0.7,30.35154,-89.62963,3.27,33.5,24,27.9,10.7,92,35,23, 0x0,27.9,12.2,5b,31,21, 0x0
4/22/2021,10:45:09,16,0.7,30.35155,-89.62962,3.34,38,28.6,28,10,92,35,23, 0x0,28,10,5b,31,21, 0x0
4/22/2021,10:45:10,16,0.7,30.35157,-89.62961,3.32,43.4,34.8,27.9,10.3,92,35,23, 0x0,27.9,10.9,5b,31,21, 0x0
4/22/2021,10:45:11,16,0.7,30.35158,-89.6296,3.32,47.4,40.1,27.9,11.1,92,35,23, 0x0,27.9,11.9,5b,31,21, 0x0
4/22/2021,10:45:12,16,0.7,30.35159,-89.62958,3.44,50.5,45.3,27.9,10.7,92,35,23, 0x0,27.9,10.9,5b,31,21, 0x0
4/22/2021,10:45:13,16,0.7,30.3516,-89.62957,3.48,52.9,48.3,28,9.8,92,35,23, 0x0,27.9,9.9,5b,31,21, 0x0
4/22/2021,10:45:14,16,0.7,30.35161,-89.62955,3.5,55,51.9,28,9.6,92,35,23, 0x0,27.9,9.6,5b,31,21, 0x0
4/22/2021,10:45:15,16,0.7,30.35162,-89.62954,3.45,55.5,53.3,28,9.4,92,35,23, 0x0,28,9.1,5b,31,21, 0x0
4/22/2021,10:45:16,16,0.7,30.35163,-89.62952,3.42,55.1,53.3,28,10.1,92,35,23, 0x0,28,9.9,5b,31,21, 0x0
4/22/2021,10:45:17,16,0.7,30.35164,-89.62951,3.44,55.4,53.2,27.9,10.2,92,35,23, 0x0,27.9,9.8,5b,31,22, 0x0
4/22/2021,10:45:18,16,0.7,30.35165,-89.62949,3.48,56.2,54,27.9,9.8,92,35,23, 0x0,27.9,9.3,5b,31,22, 0x0
4/22/2021,10:45:19,16,0.7,30.35166,-89.62947,3.47,56.8,55,28,9.2,92,35,23, 0x0,27.9,9.3,5b,31,21, 0x0
4/22/2021,10:45:20,16,0.6,30.35167,-89.62946,3.46,56.4,54.9,28,9.6,92,35,23, 0x0,27.9,9,5b,31,21, 0x0
4/22/2021,10:45:22,16,0.6,30.35168,-89.62944,3.44,55.8,54.7,28,9.5,92,35,23, 0x0,27.9,9.3,5b,31,22, 0x0
4/22/2021,10:45:23,16,0.6,30.35169,-89.62943,3.45,55.1,54.3,27.9,10.1,92,35,23, 0x0,27.9,9.4,5b,31,22, 0x0
4/22/2021,10:45:24,16,0.6,30.3517,-89.62941,3.49,54.9,53.5,28,9.6,92,35,23, 0x0,27.9,9.1,5b,32,21, 0x0
4/22/2021,10:45:25,16,0.6,30.35171,-89.6294,3.49,55.4,53.4,28,8.8,92,35,23, 0x0,28,8.6,5b,32,22, 0x0
4/22/2021,10:45:26,16,0.6,30.35172,-89.62938,3.56,56,53.6,27.9,8.9,92,35,23, 0x0,28,8.5,5b,31,21, 0x0
4/22/2021,10:45:27,16,0.6,30.35173,-89.62936,3.58,56.5,54.1,27.9,12.2,92,35,23, 0x0,27.9,11.5,5b,32,21, 0x0
4/22/2021,10:45:28,16,0.6,30.35174,-89.62935,3.63,57.1,54.6,27.9,10.2,92,35,23, 0x0,27.9,9.7,5b,32,21, 0x0
4/22/2021,10:45:29,16,0.6,30.35175,-89.62933,3.72,57.1,55.4,27.9,10.5,92,35,23, 0x0,27.9,12.7,5b,32,22, 0x0
4/22/2021,10:45:30,16,0.6,30.35176,-89.62931,3.83,56.7,56.1,27.9,12,91,35,23, 0x0,27.9,11.3,5b,32,22, 0x0
4/22/2021,10:45:31,16,0.6,30.35178,-89.62929,3.93,55.9,55.5,27.9,14.2,91,35,23, 0x0,27.9,13.1,5b,32,22, 0x0
4/22/2021,10:45:32,16,0.6,30.35179,-89.62928,3.98,55.7,55.4,27.9,14.6,91,35,23, 0x0,27.9,13.6,5b,32,22, 0x0
4/22/2021,10:45:33,16,0.6,30.3518,-89.62926,3.99,56.3,55.7,27.9,14.9,91,35,23, 0x0,27.8,14.4,5b,32,22, 0x0
4/22/2021,10:45:34,16,0.6,30.35181,-89.62924,4,57.2,56.6,27.9,15.5,91,35,23, 0x0,27.8,14.9,5b,32,22, 0x0
4/22/2021,10:45:35,16,0.6,30.35182,-89.62922,4.01,58.4,57.7,27.8,16.6,91,35,24, 0x0,27.8,15.9,5b,32,22, 0x0
4/22/2021,10:45:36,16,0.6,30.35183,-89.6292,3.99,59.3,58.8,27.8,17,91,35,24, 0x0,27.8,16.8,5b,32,22, 0x0
4/22/2021,10:45:37,16,0.6,30.35184,-89.62918,4.02,59.2,59.1,27.8,18.6,91,35,24, 0x0,27.8,17.3,5b,32,22, 0x0
4/22/2021,10:45:38,16,0.6,30.35185,-89.62916,4.07,58.5,59.3,27.8,18.8,91,35,24, 0x0,27.8,17.5,5b,32,22, 0x0
4/22/2021,10:45:39,16,0.6,30.35186,-89.62914,4.14,57.5,57.6,27.8,18.9,91,35,24, 0x0,27.8,17.3,5b,32,22, 0x0
4/22/2021,10:45:40,16,0.6,30.35187,-89.62912,4.2,56.8,57.3,27.8,18.3,91,35,24, 0x0,27.8,16.7,5b,32,23, 0x0
4/22/2021,10:45:42,16,0.6,30.35188,-89.6291,4.24,56.3,56.4,27.8,17.4,91,36,24, 0x0,27.8,16,5b,32,23, 0x0
4/22/2021,10:45:43,16,0.6,30.35189,-89.62908,4.26,55.1,55.5,27.8,17.2,91,36,24, 0x0,27.8,15.8,5b,32,23, 0x0
4/22/2021,10:45:44,16,0.6,30.3519,-89.62906,4.29,53.9,54.4,27.8,16.5,91,36,24, 0x0,27.8,15.4,5b,32,23, 0x0
4/22/2021,10:45:45,16,0.6,30.35192,-89.62904,4.32,52.6,53.2,27.8,16,91,36,25, 0x0,27.8,14.2,5b,32,23, 0x0
4/22/2021,10:45:46,16,0.6,30.35193,-89.62902,4.28,51.9,52.2,27.8,15.2,91,36,25, 0x0,27.9,13.8,5b,32,23, 0x0
4/22/2021,10:45:47,16,0.6,30.35194,-89.62901,4.28,51.7,51.6,27.8,14.9,91,36,25, 0x0,27.9,14,5b,32,23, 0x0
4/22/2021,10:45:48,16,0.6,30.35196,-89.62899,4.27,52.1,51.3,27.9,14.6,91,36,25, 0x0,27.9,13.6,5b,32,23, 0x0
4/22/2021,10:45:49,16,0.6,30.35197,-89.62897,4.23,53,51.9,27.9,14,91,36,24, 0x0,27.9,13.3,5b,32,23, 0x0
4/22/2021,10:45:50,16,0.6,30.35198,-89.62895,4.19,53.8,52.9,27.9,14.4,91,36,25, 0x0,27.9,14.2,5b,33,23, 0x0
4/22/2021,10:45:51,16,0.6,30.35199,-89.62893,4.21,54.9,54,27.8,14.9,91,36,25, 0x0,27.9,14.5,5b,33,23, 0x0
4/22/2021,10:45:52,16,0.6,30.35201,-89.62891,4.21,55.8,55.8,27.8,14.8,91,36,25, 0x0,27.8,14.2,5b,33,23, 0x0
4/22/2021,10:45:53,16,0.6,30.35202,-89.62889,4.17,55.9,56.5,27.8,14.6,91,36,25, 0x0,27.8,14.4,5b,33,23, 0x0
4/22/2021,10:45:54,16,0.6,30.35203,-89.62887,4.14,55.7,56.6,27.8,15,91,36,25, 0x0,27.8,14,5b,33,23, 0x0
4/22/2021,10:45:55,16,0.6,30.35204,-89.62885,4.09,54.9,56,27.8,15.9,91,36,25, 0x0,27.8,14.3,5b,33,23, 0x0
4/22/2021,10:45:56,16,0.6,30.35205,-89.62883,4.12,53.7,54.1,27.8,16.1,91,36,25, 0x0,27.8,15.2,5b,33,23, 0x0
4/22/2021,10:45:57,16,0.6,30.35206,-89.62882,4.13,52.6,52.4,27.8,16.8,91,36,25, 0x0,27.8,15.6,5b,33,23, 0x0
4/22/2021,10:45:58,16,0.6,30.35207,-89.6288,4.17,52.3,51.3,27.8,16.7,91,36,25, 0x0,27.8,15.6,5b,33,23, 0x0
4/22/2021,10:45:59,16,0.6,30.35209,-89.62878,4.21,52.3,51.2,27.8,15.9,91,36,25, 0x0,27.8,15.5,5b,33,23, 0x0
4/22/2021,10:46:00,16,0.6,30.3521,-89.62876,4.2,52.2,51.2,27.8,15.6,91,36,25, 0x0,27.8,14.7,5b,33,23, 0x0
4/22/2021,10:46:02,16,0.6,30.35211,-89.62874,4.19,52.1,51.1,27.8,16.3,91,36,25, 0x0,27.8,15.2,5b,33,23, 0x0
4/22/2021,10:46:03,16,0.6,30.35213,-89.62872,4.17,52.4,51.7,27.8,15.8,91,36,25, 0x0,27.8,15.1,5b,33,23, 0x0
4/22/2021,10:46:04,16,0.6,30.35214,-89.6287,4.15,52.4,52,27.8,16.3,91,36,25, 0x0,27.8,15.6,5b,33,23, 0x0
4/22/2021,10:46:05,16,0.6,30.35215,-89.62869,4.15,52.5,51.7,27.8,17.1,91,36,25, 0x0,27.8,15.9,5b,33,23, 0x0
4/22/2021,10:46:06,16,0.6,30.35216,-89.62867,4.19,53,52.1,27.8,16.8,91,37,25, 0x0,27.8,16,5b,33,23, 0x0
4/22/2021,10:46:07,16,0.6,30.35218,-89.62865,4.22,54,52.5,27.8,16,91,37,25, 0x0,27.8,15.3,5b,33,23, 0x0
4/22/2021,10:46:08,16,0.6,30.35219,-89.62863,4.29,54.9,53,27.8,16,91,37,25, 0x0,27.8,14.9,5b,33,23, 0x0
4/22/2021,10:46:09,16,0.6,30.3522,-89.62861,4.28,56.2,53.9,27.9,14.4,91,37,25, 0x0,27.9,13.4,5b,33,23, 0x0
4/22/2021,10:46:10,16,0.7,30.35221,-89.62859,4.24,57.6,55.1,27.9,14.3,91,37,25, 0x0,27.8,13.7,5b,33,23, 0x0
4/22/2021,10:46:11,16,0.6,30.35222,-89.62857,4.2,58.2,56.8,27.8,14.7,91,37,25, 0x0,27.8,14.3,5b,33,23, 0x0
4/22/2021,10:46:12,16,0.6,30.35224,-89.62855,4.17,58,57.5,27.8,15.4,91,37,25, 0x0,27.8,14.6,5b,33,23, 0x0
4/22/2021,10:46:13,16,0.6,30.35225,-89.62853,4.15,57.6,57.6,27.8,16.1,91,37,25, 0x0,27.8,14.7,5b,33,23, 0x0
4/22/2021,10:46:14,16,0.6,30.35226,-89.62851,4.16,56.4,57.3,27.8,15.7,91,37,25, 0x0,27.8,14.8,5b,34,23, 0x0
4/22/2021,10:46:15,16,0.6,30.35227,-89.62849,4.16,55.7,56.1,27.8,16,91,37,25, 0x0,27.8,14.9,5b,34,23, 0x0
4/22/2021,10:46:16,16,0.6,30.35228,-89.62847,4.18,54.4,55.6,27.8,15.9,91,37,25, 0x0,27.8,15.4,5b,34,23, 0x0
4/22/2021,10:46:17,16,0.6,30.35229,-89.62846,4.16,52.5,54,27.8,16.4,91,37,26, 0x0,27.8,14.8,5b,34,23, 0x0
4/22/2021,10:46:18,16,0.6,30.35231,-89.62844,4.16,51.5,51.2,27.8,16.8,91,37,25, 0x0,27.8,15.1,5b,34,23, 0x0
4/22/2021,10:46:19,16,0.6,30.35232,-89.62842,4.19,50.7,50.5,27.8,17,91,37,25, 0x0,27.8,15.9,5b,34,23, 0x0
4/22/2021,10:46:20,16,0.6,30.35233,-89.6284,4.17,50.2,49.6,27.8,16.5,91,37,26, 0x0,27.8,15.5,5b,34,23, 0x0
4/22/2021,10:46:22,16,0.6,30.35234,-89.62838,4.18,50.3,48.8,27.8,16.7,91,37,25, 0x0,27.8,15.6,5b,34,23, 0x0
4/22/2021,10:46:23,16,0.7,30.35236,-89.62836,4.16,51.1,48.3,27.8,16.5,91,37,26, 0x0,27.8,15.7,5b,34,23, 0x0
4/22/2021,10:46:24,16,0.7,30.35237,-89.62835,4.15,52.1,48.8,27.8,16.9,91,37,26, 0x0,27.8,16.4,5b,34,23, 0x0
4/22/2021,10:46:25,16,0.7,30.35238,-89.62833,4.16,53,50.4,27.8,17,91,37,26, 0x0,27.8,16.8,5b,34,23, 0x0
4/22/2021,10:46:26,16,0.7,30.3524,-89.62831,4.17,53.6,51.4,27.8,17.2,91,37,26, 0x0,27.8,16,5b,34,23, 0x0
4/22/2021,10:46:27,16,0.7,30.35241,-89.62829,4.23,53.8,51.5,27.8,17.1,91,37,26, 0x0,27.8,15.9,5b,34,23, 0x0
4/22/2021,10:46:28,16,0.7,30.35242,-89.62827,4.28,54.2,52.1,27.8,16.4,91,37,26, 0x0,27.8,14.8,5b,34,23, 0x0
4/22/2021,10:46:29,16,0.7,30.35244,-89.62825,4.27,55.1,53,27.8,15.2,91,38,26, 0x0,27.8,14.4,5b,34,23, 0x0
4/22/2021,10:46:30,16,0.7,30.35245,-89.62824,4.25,56.2,54,27.8,15.1,91,38,26, 0x0,27.8,14.4,5b,34,23, 0x0
4/22/2021,10:46:31,16,0.6,30.35246,-89.62822,4.23,57.3,55.2,27.8,14.9,91,38,26, 0x0,27.8,14.6,5b,34,23, 0x0
4/22/2021,10:46:32,16,0.6,30.35247,-89.6282,4.21,57.7,56.4,27.8,14.9,91,38,26, 0x0,27.8,14.5,5b,34,23, 0x0
4/22/2021,10:46:33,16,0.6,30.35248,-89.62818,4.18,57.7,56.9,27.8,15.1,91,38,26, 0x0,27.8,14.3,5b,34,23, 0x0
4/22/2021,10:46:34,16,0.6,30.35249,-89.62816,4.16,57.3,56.6,27.8,16,91,38,26, 0x0,27.8,14.2,5b,35,23, 0x0
4/22/2021,10:46:35,16,0.6,30.35251,-89.62814,4.17,56.4,56.3,27.8,16.3,91,38,26, 0x0,27.8,14.9,5b,35,23, 0x0
4/22/2021,10:46:36,16,0.6,30.35252,-89.62812,4.21,55.4,56,27.8,15.8,91,38,26, 0x0,27.8,15.1,5b,35,23, 0x0
